id_cliente,n_compras,venta_total
510511,2,56.8
510512,2,147.1
510513,2,55.5
510514,5,95.1
510515,2,70.3
510516,7,267.3
510517,9,206.5
510518,14,658.7
510519,11,288.6
510520,4,143.6
510521,5,149.4
510522,2,27.8
510523,14,375.7
510524,8,412.5
510525,1,17.0
510526,3,62.6
510527,3,83.5
510528,10,225.1
510529,6,628.3
510530,9,299.5
510531,6,244.5
510532,10,458.3
510533,8,376.3
510534,10,262.6
510535,3,285.3
510536,3,43.8
510537,2,68.7
510538,4,92.1
510539,23,430.0
510540,1,32.7
510541,2,105.3
510542,25,725.1
510543,4,134.1
510544,7,167.5
510545,4,226.1
510546,2,62.9
510547,5,622.4
510548,3,164.3
510549,5,155.8
510550,13,287.1
510551,4,153.6
510552,7,226.7
510553,3,106.0
510554,12,195.0
510555,5,126.5
510556,6,276.3
510557,6,225.1
510558,6,177.0
510559,8,601.9
510560,4,208.6
510561,5,329.8
510562,3,51.9
510563,4,62.9
510564,7,121.8
510565,7,400.7
510566,2,74.0
510567,15,1540.3
510568,9,252.2
510569,5,140.0
510570,4,114.2
510571,1,35.6
510572,3,64.7
510573,7,229.4
510574,4,86.5
510575,1,67.5
510576,3,59.5
510577,1,83.9
510578,7,201.7
510579,5,45.1
510580,2,29.7
510581,1,44.0
510582,1,30.9
510583,2,101.3
510584,3,79.0
510585,3,125.3
510586,3,105.1
510587,5,243.5
510588,2,72.2
510589,7,235.1
510590,3,82.4
510591,3,217.3
510592,2,45.1
510593,3,97.1
510594,1,45.4
510595,13,441.3
510596,2,115.4
510597,1,57.5
510598,2,95.3
510599,2,55.0
510600,1,71.2
510601,13,603.7
510602,1,30.8
510603,5,63.6
510604,5,257.9
510605,1,28.3
510606,2,34.9
510607,3,49.3
510608,3,124.3
510609,2,51.9
510610,12,789.6
510611,1,33.6
510612,3,113.6
510613,1,41.0
510614,2,61.5
510615,1,53.1
510616,2,74.2
510617,2,45.8
510618,2,153.3
510619,4,166.4
510620,1,30.4
510621,7,186.4
510622,9,309.2
510623,2,65.4
510624,2,67.4
510625,2,56.4
510626,3,131.2
510627,4,205.6
510628,1,57.3
510629,5,169.1
510630,1,30.4
510631,2,83.3
510632,7,195.0
510633,4,32.8
510634,8,685.8
510635,4,102.3
510636,11,364.8
510637,5,360.5
510638,5,150.9
510639,4,206.2
510640,11,477.6
510641,4,180.0
510642,5,108.5
510643,1,55.5
510644,9,911.3
510645,18,423.8
510646,5,165.6
510647,10,491.5
510648,9,314.5
510649,2,109.6
510650,13,236.9
510651,9,250.7
510652,10,287.7
510653,10,529.8
510654,1,34.5
510655,2,70.9
510656,2,46.4
510657,1,44.1
510658,3,100.1
510659,9,238.7
510660,2,69.4
510661,1,34.5
510662,2,82.8
510663,9,254.2
510664,5,430.6
510665,10,203.8
510666,12,164.0
510667,5,185.3
510668,9,534.6
510669,4,188.3
510670,2,47.6
510671,2,48.5
510672,13,751.8
510673,3,258.6
510674,1,25.0
510675,2,77.2
510676,2,83.4
510677,2,56.9
510678,6,294.9
510679,9,298.8
510680,6,274.7
510681,10,193.0
510682,2,81.5
510683,2,116.4
510684,1,33.2
510685,1,63.7
510686,4,148.7
510687,9,543.5
510688,1,48.1
510689,11,495.3
510690,3,73.3
510691,8,808.3
510692,4,214.5
510693,8,424.4
510694,5,121.5
510695,3,115.0
510696,1,21.5
510697,7,116.6
510698,12,1199.9
510699,3,88.0
510700,4,164.8
510701,1,39.1
510702,2,84.0
510703,9,300.0
510704,7,185.6
510705,6,253.0
510706,2,145.4
510707,2,64.7
510708,4,244.7
510709,7,88.6
510710,1,51.0
510711,4,185.0
510712,6,190.4
510713,1,84.1
510714,4,82.4
510715,4,179.6
510716,1,57.4
510717,3,100.6
510718,3,33.8
510719,2,227.5
510720,23,283.2
510721,2,34.1
510722,3,172.2
510723,12,216.9
510724,12,617.1
510725,2,32.4
510726,22,834.4
510727,12,925.9
510728,4,52.0
510729,2,65.9
510730,11,183.0
510731,11,841.7
510732,14,335.1
510733,18,784.0
510734,4,164.3
510735,4,181.9
510736,3,67.2
510737,4,78.0
510738,3,192.4
510739,5,98.7
510740,16,703.8
510741,3,61.2
510742,6,232.9
510743,8,851.9
510744,2,38.8
510745,10,601.0
510746,3,124.0
510747,3,293.6
510748,8,344.6
510749,11,250.0
510750,1,63.8
510751,3,31.1
510752,4,180.3
510753,8,173.8
510754,1,39.3
510755,2,63.2
510756,2,50.1
510757,5,189.6
510758,1,32.5
510759,5,227.1
510760,1,25.4
510761,8,226.4
510762,7,481.0
510763,3,134.0
510764,3,165.8
510765,7,211.6
510766,2,76.7
510767,2,55.8
510768,1,60.2
510769,9,130.9
510770,2,84.0
510771,3,49.3
510772,3,119.6
510773,5,216.9
510774,7,339.9
510775,1,23.0
510776,3,172.6
510777,9,503.1
510778,4,139.2
510779,3,101.9
510780,3,69.1
510781,1,21.5
510782,3,140.6
510783,8,664.3
510784,3,61.1
510785,3,102.6
510786,11,559.2
510787,5,262.6
510788,1,54.2
510789,7,276.1
510790,8,262.2
510791,18,463.5
510792,2,98.0
510793,1,32.1
510794,3,41.1
510795,4,118.3
510796,8,284.2
510797,2,53.3
510798,4,309.0
510799,1,43.6
510800,2,72.0
510801,7,166.2
510802,3,68.3
510803,2,31.6
510804,1,25.0
510805,10,241.5
510806,2,64.7
510807,6,247.0
